Ads,Age,Gender,Day,Reach,Impressions,Frequency,Currency,"Amount spent (USD)","Attribution setting","Clicks (all)","CPC (all)","CTR (all)","Gross impressions (includes invalid impressions from non-human traffic)","CPM (cost per 1,000 impressions)","Page engagement","Follows or likes","Post comments","Post engagements","Post reactions","Post shares","Cost per Page engagement","Cost per follow or like","Cost per post engagement","3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Cost per 3-second video play","Link clicks","CTR (link click-through rate)","CPC (cost per link click)","Adds to cart","Cost per add to cart","Adds to wishlist","Cost per add to wishlist","Content views","Cost per content view","Content views conversion value",Purchases,"Cost per purchase","Purchases conversion value","Reporting starts","Reporting ends"
"240104 V2 - Vid - CP - Copy",35-44,female,2024-06-30,1,1,1,USD,,"7-day click",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",35-44,male,2024-06-30,1,1,1,USD,,"7-day click",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",45-54,female,2024-06-30,3,3,1,USD,0.11,"7-day click",,,,3,36.66666667,1,,,1,,,0.11,,0.11,1,,,,,,0.11,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",45-54,male,2024-06-30,2,3,1.5,USD,0.07,"7-day click",,,,3,23.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",55-64,female,2024-06-30,8,10,1.25,USD,0.24,"7-day click",,,,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",55-64,male,2024-06-30,8,14,1.75,USD,0.97,"7-day click",1,0.97,7.14285714,14,69.28571429,4,,,4,,,0.2425,,0.2425,3,,,,,,0.32333333,1,7.14285714,0.97,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",65+,female,2024-06-30,11,15,1.36363636,USD,0.39,"7-day click",,,,15,26,5,,,5,,,0.078,,0.078,5,,,,,,0.078,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V2 - Vid - CP - Copy",65+,male,2024-06-30,9,9,1,USD,0.53,"7-day click",,,,9,58.88888889,2,,,2,,,0.265,,0.265,2,2,,,,,0.265,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",18-24,female,2024-06-30,1,2,2,USD,,"7-day click",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",25-34,male,2024-06-30,1,4,4,USD,0.01,"7-day click",,,,4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",45-54,female,2024-06-30,2,2,1,USD,,"7-day click",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",45-54,male,2024-06-30,5,8,1.6,USD,0.02,"7-day click",,,,8,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",55-64,female,2024-06-30,8,10,1.25,USD,0.18,"7-day click",,,,10,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",55-64,male,2024-06-30,11,16,1.45454545,USD,0.35,"7-day click",,,,17,21.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",65+,female,2024-06-30,13,15,1.15384615,USD,0.54,"7-day click",,,,15,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"benefits 1 - Copy; Benefits 1;",65+,male,2024-06-30,8,12,1.5,USD,0.68,"7-day click",,,,13,56.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",18-24,female,2024-06-30,2,4,2,USD,,"7-day click",,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",18-24,male,2024-06-30,3,3,1,USD,0.04024696,"7-day click",,,,3,13.41565238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",25-34,female,2024-06-30,14,19,1.35714286,USD,0.18111131,"7-day click",,,,19,9.53217406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",25-34,male,2024-06-30,6,7,1.16666667,USD,0.25154348,"7-day click",,,,7,35.93478316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",35-44,female,2024-06-30,58,72,1.24137931,USD,0.94580349,"7-day click",,,,71,13.13615962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",35-44,male,2024-06-30,20,23,1.15,USD,0.39240783,"7-day click",,,,25,17.06121009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",35-44,unknown,2024-06-30,1,1,1,USD,0.02012348,"7-day click",,,,1,20.12347857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",45-54,female,2024-06-30,129,152,1.17829457,USD,4.21586876,"7-day click",,,,150,27.73597868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",45-54,male,2024-06-30,67,110,1.64179104,USD,2.12302699,"7-day click",,,,109,19.30024535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",45-54,unknown,2024-06-30,2,3,1.5,USD,0.04024696,"7-day click",,,,3,13.41565238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",55-64,female,2024-06-30,218,279,1.27981651,USD,7.3249462,"7-day click",1,7.3249462,0.35842294,278,26.25428745,1,,,1,,,7.3249462,,7.3249462,,,,,,,,1,0.35842294,7.3249462,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",55-64,male,2024-06-30,105,167,1.59047619,USD,4.41710355,"7-day click",1,4.41710355,0.5988024,169,26.44972183,1,,,1,,,4.41710355,,4.41710355,,,,,,,,1,0.5988024,4.41710355,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",55-64,unknown,2024-06-30,3,4,1.33333333,USD,0.04024696,"7-day click",,,,4,10.06173928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",65+,female,2024-06-30,438,603,1.37671233,USD,28.24330217,"7-day click",12,2.35360851,1.99004975,598,46.83798038,11,,,11,1,,2.56757292,,2.56757292,,,,,,,,10,1.65837479,2.82433022,2,14.12165108,,,1,28.24330217,29.99,2,14.12165108,177.09,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",65+,male,2024-06-30,182,258,1.41758242,USD,8.32105839,"7-day click",2,4.16052919,0.7751938,258,32.25216429,2,,,2,,,4.16052919,,4.16052919,,,,,,,,2,0.7751938,4.16052919,,,,,1,8.32105839,39.99,,,,2024-04-01,2024-06-30
"Lifestyle 2; Lifestyle 2 - Copy;",65+,unknown,2024-06-30,5,5,1,USD,0.48296349,"7-day click",1,0.48296349,20,5,96.59269712,1,,,1,,,0.48296349,,0.48296349,,,,,,,,1,20,0.48296349,,,,,,,,,,,2024-04-01,2024-06-30
"VSL H3B1 - Vid - LP",45-54,male,2024-06-30,1,1,1,USD,0.01,"7-day click",,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"VSL H3B1 - Vid - LP",55-64,female,2024-06-30,1,2,2,USD,0.03,"7-day click",,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"VSL H3B1 - Vid - LP",55-64,male,2024-06-30,1,1,1,USD,0.04,"7-day click",,,,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"VSL H3B1 - Vid - LP",55-64,unknown,2024-06-30,1,1,1,USD,0.01,"7-day click",,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"VSL H3B1 - Vid - LP",65+,female,2024-06-30,6,6,1,USD,0.04,"7-day click",1,0.04,16.66666667,6,6.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"VSL H3B1 - Vid - LP",65+,male,2024-06-30,2,2,1,USD,,"7-day click",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
